,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1bn3,106.77,1.58,372.45,23,2,7,6,1,10,5,122,0,2,0,1,1,1,0
1bn4,115.56,0.88,362.45,22,3,7,6,2,10,8,120,0,2,0,0,1,1,0
1bnn,106.77,1.16,374.46,23,2,7,6,1,10,5,124,0,2,0,1,1,1,0
1bnq,123.38,-1.33,370.5,22,4,8,6,2,11,9,126,0,1,0,1,1,0,0
1bnt,127,0.65,390.46,24,3,8,7,2,11,6,130,0,2,0,1,1,1,0
1bnu,117.77,0.69,380.49,22,3,7,7,2,11,5,120,0,2,0,1,2,0,0
1bnv,123.38,-0.15,404.51,25,4,8,6,2,11,7,136,0,2,0,1,1,1,0
1bnw,106.33,0.94,338.46,19,3,6,6,2,10,6,104,0,2,0,0,2,0,0
1bp0,156.74,-2.97,306.17,20,2,10,9,2,11,5,112,0,1,1,1,1,0,1
1bq4,240.78,-8.13,336.12,24,0,12,12,0,12,6,126,0,1,0,0,0,1,0
1br6,149.71,-0.73,311.28,23,4,9,8,3,9,5,116,0,3,0,0,2,1,0
1bra,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1bv7,147.99,6.49,758.93,54,4,11,9,4,13,14,274,4,6,1,1,2,4,1
1bv9,147.99,6.49,758.93,54,4,11,9,4,13,14,274,4,6,1,1,2,4,1
1bwa,147.99,6.49,758.93,54,4,11,9,4,13,14,274,4,6,1,1,2,4,1
1bwb,179.57,7.33,824.94,62,6,13,7,6,13,14,310,4,8,1,1,2,6,1
1bxo,192.06,1.52,637.69,44,4,13,9,4,14,16,246,4,1,0,1,0,1,0
1bxq,206.05,1.38,625.68,43,5,13,9,4,14,25,242,4,1,0,0,0,1,0
1bxr,293.25,-4.58,502.17,31,5,18,17,4,21,11,174,0,2,1,1,2,0,1
1byk,241.72,-6.54,420.26,27,7,14,14,7,15,13,160,0,0,2,2,0,0,2
1bzc,175.51,-1.08,427.28,29,3,9,7,2,12,8,156,2,2,0,0,0,2,0
1bzh,456.67,-10.72,981.9,68,9,27,20,8,29,19,374,8,1,1,1,0,1,1
1bzj,103.32,0.17,299.14,20,0,5,5,0,8,3,106,0,2,0,0,0,2,0
1bzy,217.05,-4.61,360.24,24,8,12,9,6,13,7,132,0,2,1,1,2,0,1
1c1r,108.97,0.49,291.34,22,6,6,2,4,6,3,108,0,4,0,0,2,2,0
1c1u,108.97,0.49,291.34,22,6,6,2,4,6,3,108,0,4,0,0,2,2,0
1c1v,160.58,-2.04,334.39,25,10,8,2,6,8,4,124,0,4,0,0,2,2,0
1c3x,100.45,-0.17,277.02,12,4,6,4,3,7,1,62,0,2,0,0,2,0,0
1c4u,163.78,-0.8,582.5,36,5,11,8,3,13,8,194,1,2,1,2,1,1,0
1c4v,129.64,1.18,529.67,39,5,9,6,3,9,9,204,1,3,1,2,1,2,0
1c5c,143.5,0.61,343.34,22,1,8,7,1,10,4,118,1,2,0,0,0,2,0
1c5n,51.61,0.97,303.15,13,4,2,1,2,4,1,66,0,2,0,0,1,1,0
1c5o,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1c5p,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1c5q,51.61,0.97,303.15,13,4,2,1,2,4,1,66,0,2,0,0,1,1,0
1c5s,51.61,0.37,177.25,12,4,2,1,2,3,1,60,0,2,0,0,1,1,0
1c5t,64.5,-0.24,178.24,12,4,3,2,2,4,1,60,0,2,0,0,2,0,0
1c5x,51.61,0.97,303.15,13,4,2,1,2,4,1,66,0,2,0,0,1,1,0
1c5y,64.5,-0.24,178.24,12,4,3,2,2,4,1,60,0,2,0,0,2,0,0
1c5z,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1c70,118.28,4.22,652.84,48,4,9,7,4,9,13,254,2,4,1,2,1,3,1
1c83,125.15,-1.78,246.18,18,2,7,5,2,7,2,92,1,2,0,0,1,1,0
1c84,109.36,-1.11,257.2,19,1,6,5,1,6,2,96,1,2,0,0,0,2,0
1c86,118.59,-2.13,269.23,18,1,7,7,1,8,2,96,1,1,0,1,1,0,0
1c87,118.59,-2.13,269.23,18,1,7,7,1,8,2,96,1,1,0,1,1,0,0
1c88,125.97,-3.58,269.26,18,3,7,6,2,8,2,96,1,1,0,1,1,0,0
1caq,105.33,3.19,502.62,36,2,7,5,2,8,8,186,0,4,1,1,1,3,1
1cbx,80.26,-1.26,206.2,15,0,4,4,0,4,5,80,0,1,0,0,0,1,0
1ce5,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1cea,67.77,-1.46,131.17,9,3,3,2,1,3,6,54,0,0,0,0,0,0,0
1ceb,67.77,-1.22,157.21,11,3,3,2,1,3,3,64,0,0,1,1,0,0,0
1cet,32.74,3.59,320.89,22,2,3,2,1,4,11,120,0,2,0,0,1,1,0
1cgl,161.16,0.6,624.76,45,4,12,9,4,12,20,246,3,2,1,1,0,2,1
1ch8,279.19,-3.82,501.13,31,3,18,17,2,21,7,172,0,2,2,2,2,0,2
1cil,110.91,-0.41,325.46,19,4,6,5,2,9,6,108,0,1,0,1,1,0,0
1cim,121.94,-0.76,297.4,17,5,6,5,2,9,4,96,0,1,0,1,1,0,0
1cin,110.91,-0.8,311.43,18,4,6,5,2,9,5,102,0,1,0,1,1,0,0
1ciz,105.33,3.19,502.62,36,2,7,5,2,8,8,186,0,4,1,1,1,3,1
1cnw,164.46,-2.54,389.45,26,7,10,6,4,11,14,146,2,1,0,0,0,1,0
1cnx,135.36,-1.66,332.4,22,6,8,5,3,9,12,124,1,1,0,0,0,1,0
1cny,164.46,-0.93,479.58,33,7,10,6,4,11,16,180,2,2,0,0,0,2,0
1cps,92.17,-0.22,241.34,16,4,4,4,2,5,8,90,0,1,0,0,0,1,0
1ct8,170.93,3.19,587.25,37,3,11,8,3,17,12,202,2,2,0,0,0,2,0
1ctt,102.26,-2.04,230.22,16,4,7,5,4,7,5,90,2,0,1,2,0,0,1
1ctu,122.49,-2.72,246.22,17,5,8,6,5,8,6,96,2,0,1,2,0,0,1
1d09,172.55,-5.73,251.09,16,1,9,8,1,10,6,92,1,0,0,0,0,0,0
1d2e,261.06,-4.35,440.18,28,5,16,15,4,18,9,156,0,2,1,1,2,0,1
1d3d,38.34,4.86,593.63,38,3,4,3,3,6,10,198,0,4,2,2,1,3,2
1d3p,60.46,3.37,545.75,39,3,6,5,3,7,12,204,0,4,2,2,2,2,2
1d4k,153.6,2.76,699.91,51,7,10,6,6,10,15,274,3,3,0,3,0,3,0
1d4l,151.06,3.49,616.83,43,5,10,7,4,11,15,238,2,2,0,2,0,2,0
1d4p,87.71,1.73,361.47,27,5,5,1,3,5,4,138,1,3,1,1,1,2,1
1d4y,105.59,7.33,602.68,42,2,7,6,2,11,14,224,0,3,0,1,1,2,0
1d5r,120.72,-4.79,148.07,10,2,6,6,2,6,5,58,0,0,0,0,0,0,0
1d6v,89.46,2.36,380.46,28,2,5,4,2,5,8,148,1,2,1,1,0,2,0
1d6w,166.87,0.54,527.61,37,4,12,10,3,13,8,196,1,3,1,2,2,1,0
1d7i,17.07,0.69,124.23,6,0,1,2,0,3,4,38,0,0,0,0,0,0,0
1d7j,37.3,-0.04,88.11,6,1,2,2,1,2,4,36,0,0,0,0,0,0,0
1d9i,139.81,-0.69,476.58,33,4,10,8,2,11,8,178,1,2,1,2,1,1,0
1db1,60.69,5.7,416.65,30,3,3,3,3,3,13,170,0,0,3,3,0,0,0
1det,211.7,-3.83,361.21,24,5,13,12,4,14,7,132,0,2,1,1,2,0,1
1df8,81.26,-0.54,243.31,16,2,5,4,2,6,5,90,2,0,2,2,0,0,2
1dfo,225.83,-3.11,469.41,34,5,14,11,4,14,10,178,2,2,0,1,1,1,0
1dhi,216.2,-2.4,452.43,33,5,13,12,3,13,12,172,1,3,0,0,2,1,0
1dhj,216.2,-2.4,452.43,33,5,13,12,3,13,12,172,1,3,0,0,2,1,0
1dif,189.12,4.28,830.98,60,6,14,8,6,16,27,322,6,4,0,0,2,2,0
1dl7,101.73,1.16,304.24,20,0,8,6,0,9,10,112,0,1,0,0,0,1,0
1dmp,116.05,4.23,536.68,40,6,7,5,4,7,12,206,2,4,1,1,0,4,1
1dqn,217.05,-4.61,360.24,24,8,12,9,6,13,7,132,0,2,1,1,2,0,1
1dqx,197.2,-4.29,338.16,22,4,12,11,4,13,7,124,0,1,1,1,1,0,1
1drj,90.15,-2.58,150.13,10,4,5,5,4,5,4,60,0,0,1,1,0,0,1
1drk,90.15,-2.58,150.13,10,4,5,5,4,5,4,60,0,0,1,1,0,0,1
1dud,206.1,-3.48,385.14,24,2,13,12,2,15,7,136,0,1,1,1,1,0,1
1duv,192.12,-4.17,289.23,17,7,10,6,4,12,10,102,0,0,0,0,0,0,0
1dy4,46.07,1.31,258.34,19,3,3,2,2,3,7,100,0,2,1,1,0,2,0
1dzk,35.01,1.68,166.22,12,0,3,3,0,3,6,66,0,1,0,0,1,0,0
1e1v,89.71,1.89,247.3,18,3,6,5,2,6,4,96,0,2,1,1,2,0,0
1e1x,116.48,2,251.29,18,4,7,7,2,7,6,98,0,1,1,1,1,0,0
1e2k,95.32,-0.85,252.27,18,3,6,5,3,6,5,98,0,1,2,2,1,0,0
1e2l,95.32,-0.85,252.27,18,3,6,5,3,6,5,98,0,1,2,2,1,0,0
1e3v,80.59,3.14,391.57,28,2,4,4,2,4,9,160,0,0,4,4,0,0,0
1e4h,20.23,5.2,488.59,12,1,1,1,1,6,1,66,0,1,0,0,0,1,0
1e5a,20.23,3.68,330.8,10,1,1,1,1,4,1,54,0,1,0,0,0,1,0
1e66,38.91,4.86,298.82,21,2,2,2,1,3,3,108,0,2,0,2,1,1,0
1e6q,126.37,-3.61,203.18,14,5,8,6,5,8,5,78,0,1,0,1,1,0,0
1e6s,125.54,-3.18,192.17,13,6,7,7,6,7,6,76,0,0,0,1,0,0,0
1ec9,150.15,-4.68,194.12,13,5,8,7,5,8,8,76,1,0,0,0,0,0,0
1ecq,140.95,-5.04,192.12,13,3,7,7,3,7,8,76,0,0,0,0,0,0,0
1ecv,109.36,-1.66,333.04,16,1,6,5,1,7,2,84,1,1,0,0,0,1,0
1efy,81,2.34,267.29,20,3,5,3,2,5,4,100,1,3,0,0,1,2,0
1egh,112.55,-3.42,153.01,9,0,6,6,0,7,3,54,0,0,0,0,0,0,0
1eix,197.2,-4.29,338.16,22,4,12,11,4,13,7,124,0,1,1,1,1,0,1
1ejn,107.14,0.44,342.47,25,7,6,1,5,6,4,134,2,1,4,4,0,1,0
1ela,106.15,2.2,457.52,32,5,7,3,3,10,12,178,3,1,1,1,0,1,1
1elb,114.94,2.74,473.56,33,6,7,3,4,10,17,186,3,1,0,0,0,1,0
1elc,114.94,2.94,507.58,36,6,7,3,4,10,15,196,3,2,0,0,0,2,0
1eld,87.3,3.44,475.39,33,3,6,3,3,12,8,178,3,2,0,0,0,2,0
1ele,87.3,2.85,427.34,29,3,6,3,3,12,9,162,3,1,0,0,0,1,0
1elr,306.02,-7.21,659.67,45,5,18,14,5,19,26,254,5,0,0,0,0,0,0
1ent,194.44,2.86,661.76,46,5,13,8,5,14,21,256,4,2,0,0,1,1,0
1epo,169.33,1.83,653.77,46,6,12,7,6,14,19,258,5,1,2,2,0,1,1
1erb,29.1,5.65,327.51,24,1,2,1,1,2,12,132,1,0,0,1,0,0,0
1ew8,103.32,-3.35,137.01,8,0,5,5,0,6,2,48,0,0,0,0,0,0,0
1ew9,63.19,-1.21,126.07,6,0,3,4,1,5,2,38,0,0,0,0,0,0,0
1ex8,423.53,-4.21,758.28,48,7,27,26,5,31,17,262,0,4,1,1,4,0,1
1ez9,358.83,-10.11,668.6,45,15,21,21,15,21,29,266,0,0,3,3,0,0,3
1ezq,134.65,0.71,460.58,34,8,7,3,4,7,12,176,1,3,0,0,0,3,0
1f0r,118.28,2.51,453.55,31,3,8,7,2,10,6,158,1,4,1,1,3,1,1
1f0s,108.05,2.25,427.51,29,2,8,6,2,10,5,148,1,4,1,1,4,0,1
1f0t,151.21,-0.45,446.53,30,6,9,6,4,11,7,156,1,3,1,1,2,1,1
1f0u,134.65,0.71,460.58,34,8,7,3,4,7,12,176,1,3,0,0,0,3,0
1f2o,67.77,-1.61,131.17,9,3,3,2,1,3,6,54,0,0,0,0,0,0,0
1f2p,67.77,-1.41,165.19,12,3,3,2,1,3,4,64,0,1,0,0,0,1,0
1f3e,117.76,-0.62,192.18,14,6,6,4,4,6,2,72,0,2,0,0,1,1,0
1f4e,77.51,-0.1,268.31,18,0,5,4,0,6,4,98,0,1,1,1,0,1,1
1f4f,186.87,-4.03,425.39,29,1,11,9,1,12,9,158,1,1,1,1,0,1,1
1f4g,215.97,-4.53,496.47,34,2,13,10,2,14,12,186,2,1,1,1,0,1,1
1f4x,117.48,-2.02,293.32,20,4,8,7,4,8,12,118,1,0,1,1,0,0,1
1f57,67.77,-2.72,121.16,7,3,3,3,2,4,4,42,0,0,0,0,0,0,0
1f5k,51.61,-0.85,121.16,9,4,2,0,2,2,1,46,0,1,0,0,0,1,0
1f5l,158.53,-2.9,230.64,15,9,8,5,5,9,3,80,1,1,0,0,1,0,0
1f8a,430.32,-9.72,893.69,60,10,26,19,8,28,26,336,6,1,2,2,0,1,2
1f9g,107.22,-1.41,176.12,12,4,6,6,4,6,6,68,0,0,0,1,0,0,0
1fao,330.14,-8.42,492.01,28,2,18,18,2,22,10,168,0,0,1,1,0,0,0
1fch,295.36,-5.05,638.74,45,14,16,9,9,16,27,252,5,1,0,0,0,1,0
1fcx,60.36,4.63,387.5,29,1,3,3,1,3,8,150,0,3,0,1,0,3,0
1fcy,57.2,4.78,385.48,29,0,3,3,0,3,7,148,0,3,0,1,0,3,0
1fcz,57.2,4.3,361.46,27,0,3,3,0,3,8,140,0,2,0,1,0,2,0
1fd0,72.72,6.22,400.5,30,1,4,4,1,4,7,154,0,3,0,1,0,3,0
1fdq,40.13,5.21,327.49,24,0,2,2,0,2,15,132,0,0,0,0,0,0,0
1fh7,136.22,-4.89,266.27,18,7,8,7,6,8,7,106,0,0,2,2,0,0,2
1fh8,115.99,-3.86,250.27,17,6,7,6,5,7,6,100,0,0,2,2,0,0,2
1fh9,168.81,-5.1,295.27,20,8,10,9,7,10,8,116,0,0,2,2,0,0,2
1fhd,137.43,-2.88,302.28,21,5,9,9,5,9,7,118,0,1,1,2,1,0,1
1fiv,248.95,1.69,838,61,8,15,9,7,15,28,326,6,4,0,0,0,4,0
1fj4,37.3,2.98,210.3,14,1,2,3,1,3,6,76,0,0,0,1,0,0,0
1fjs,162.16,-0.01,526.5,38,5,11,9,3,13,12,198,0,3,0,1,1,2,0
1fkb,195.43,6.18,914.19,65,3,14,13,3,14,19,366,1,0,3,4,0,0,2
1fkf,178.36,4.64,804.03,57,3,13,12,3,13,18,322,1,0,3,4,0,0,2
1fkg,63.68,5.29,449.59,33,0,5,4,0,5,12,176,1,2,1,1,0,2,1
1fkh,63.68,5.5,455.64,33,0,5,4,0,5,12,182,1,1,2,2,0,1,1
1fki,89.98,3.96,437.58,31,0,7,6,0,7,2,176,1,0,2,2,0,0,2
1fkn,385.95,-6.46,890.99,63,12,22,14,9,22,37,352,7,1,0,0,0,1,0
1fkw,113.52,-1.56,252.23,18,3,8,8,3,8,5,96,0,2,1,1,2,0,1
1fl3,69.23,2.72,308.36,23,1,4,3,1,4,7,118,1,2,0,0,0,2,0
1flr,90.57,3.34,331.3,25,1,5,5,1,5,2,122,0,2,0,2,0,2,0
1fm9,109.07,4.06,546.62,41,2,7,6,1,7,13,206,0,5,0,0,1,4,0
1fo0,418.01,-6.41,982.08,70,15,24,14,11,24,37,384,9,2,0,0,0,2,0
1fpc,135.73,0.34,503.69,35,6,9,4,4,10,13,192,1,2,1,1,0,2,1
1fq5,165.73,6.42,840.08,62,6,11,6,6,11,15,326,5,5,0,1,0,5,0
1ftm,113.77,-2.82,186.17,13,4,6,4,2,6,5,72,0,1,0,0,1,0,0
1fv0,131.19,2.41,356.27,26,1,9,8,1,9,4,132,0,3,0,1,0,3,0
1fwu,303.52,-6.92,608.55,40,9,19,18,9,20,19,234,1,0,3,3,0,0,3
1fwv,303.52,-6.92,608.55,40,9,19,18,9,20,19,234,1,0,3,3,0,0,3
1fzj,421.03,-7,956.09,68,19,24,12,14,24,36,374,8,2,0,0,0,2,0
1fzk,346.31,-3.98,949.08,68,12,22,12,9,22,29,370,9,2,2,2,0,2,2
1fzm,421.03,-7,956.09,68,19,24,12,14,24,36,374,8,2,0,0,0,2,0
1fzo,346.31,-3.98,949.08,68,12,22,12,9,22,29,370,9,2,2,2,0,2,2
1fzq,261.06,-4.35,440.18,28,5,16,15,4,18,9,156,0,2,1,1,2,0,1
1g1d,89.26,1.4,308.33,21,3,5,3,2,7,5,110,1,2,0,0,0,2,0
1g2k,128.64,3.23,631.75,45,3,10,7,3,11,14,236,1,4,1,1,0,4,1
1g2l,142.24,2.06,526.62,39,5,10,8,3,10,13,200,0,4,1,1,2,2,0
1g2o,138.84,-3.05,267.26,19,7,8,5,6,8,5,102,0,2,1,1,2,0,1
1g30,142.24,2.06,526.62,39,5,10,8,3,10,13,200,0,4,1,1,2,2,0
1g32,99.28,2.36,424.53,32,5,7,5,3,7,8,160,0,5,0,0,2,3,0
1g35,146.07,3.15,662.76,47,3,11,9,3,12,16,248,0,4,1,1,0,4,1
1g36,99.28,2.36,424.53,32,5,7,5,3,7,8,160,0,5,0,0,2,3,0
1g3b,124.33,-2.59,235.24,17,5,6,4,3,6,6,90,0,1,0,0,0,1,0
1g3c,124.33,-2.59,235.24,17,5,6,4,3,6,6,90,0,1,0,0,0,1,0
1g3d,124.33,-2.59,235.24,17,5,6,4,3,6,6,90,0,1,0,0,0,1,0
1g3e,124.33,-2.59,235.24,17,5,6,4,3,6,6,90,0,1,0,0,0,1,0
1g45,89.26,1.4,308.33,21,3,5,3,2,7,5,110,1,2,0,0,0,2,0
1g46,89.26,1.54,326.32,22,3,5,3,2,8,5,116,1,2,0,0,0,2,0
1g48,89.26,1.54,326.32,22,3,5,3,2,8,5,116,1,2,0,0,0,2,0
1g4j,89.26,1.96,380.29,25,3,5,3,2,11,5,134,1,2,0,0,0,2,0
1g4o,89.26,1.26,290.34,20,3,5,3,2,6,5,104,1,2,0,0,0,2,0
1g52,89.26,1.54,326.32,22,3,5,3,2,8,5,116,1,2,0,0,0,2,0
1g53,89.26,1.54,326.32,22,3,5,3,2,8,5,116,1,2,0,0,0,2,0
1g54,89.26,1.96,380.29,25,3,5,3,2,11,5,134,1,2,0,0,0,2,0
1g7f,199.85,-2.19,540.55,39,3,12,9,3,12,17,210,3,2,0,0,0,2,0
1g7g,216.92,-2.23,596.61,43,3,13,10,3,13,20,232,3,2,0,0,0,2,0
1g7q,400.49,-11.56,813.87,57,15,24,13,11,24,27,320,7,0,2,2,0,0,2
1g7v,259.9,-7.8,408.17,25,4,14,14,4,16,16,150,0,0,0,0,0,0,0
1g85,20.23,2.34,130.23,9,1,1,1,1,1,8,56,0,0,0,0,0,0,0
